location,size,total_sqft,bath,price,bhk,price_per_sqft
NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500.0
NGR Layout,2 BHK,1020.0,2.0,46.0,2,4509.803921568628
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750.0
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750.0
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750.0
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750.0
NGR Layout,2 BHK,1021.0,2.0,45.9,2,4495.592556317336
NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491.19373776908
NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
NGR Layout,2 BHK,1105.0,2.0,52.48,2,4749.321266968326
NR Colony,2 BHK,1068.0,2.0,40.05,2,3749.9999999999995
NRI Layout,2 Bedroom,650.0,2.0,59.0,2,9076.923076923076
NRI Layout,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
NRI Layout,2 BHK,1125.0,2.0,45.56,2,4049.777777777778
NRI Layout,2 Bedroom,1250.0,2.0,75.0,2,6000.0
NRI Layout,2 Bedroom,1300.0,2.0,120.0,2,9230.76923076923
NRI Layout,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
NRI Layout,3 BHK,1565.0,2.0,75.0,3,4792.332268370607
NRI Layout,3 BHK,1731.0,3.0,64.11,3,3703.639514731369
NRI Layout,3 BHK,1789.0,3.0,75.0,3,4192.286193404137
NRI Layout,4 Bedroom,1200.0,4.0,95.0,4,7916.666666666667
NRI Layout,4 Bedroom,2150.0,4.0,115.0,4,5348.837209302325
NRI Layout,4 Bedroom,800.0,5.0,95.5,4,11937.5
NRI Layout,4 Bedroom,2700.0,5.0,95.75,4,3546.296296296296
NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200.0
NS Palya,2 BHK,1200.0,2.0,74.0,2,6166.666666666667
NS Palya,2 Bedroom,2000.0,2.0,160.0,2,8000.0
NS Palya,6 Bedroom,1200.0,7.0,170.0,6,14166.666666666666
NS Palya,8 Bedroom,1500.0,10.0,165.0,8,11000.0
NTI Layout,2 BHK,1200.0,2.0,52.5,2,4375.0
Nagadevanahalli,2 BHK,1080.0,2.0,39.0,2,3611.1111111111113
Nagadevanahalli,2 BHK,1090.0,2.0,36.0,2,3302.7522935779816
Nagadevanahalli,2 Bedroom,2400.0,2.0,135.0,2,5625.0
Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
Nagadevanahalli,3 BHK,1250.0,2.0,65.0,3,5200.0
Nagadevanahalli,3 Bedroom,600.0,4.0,110.0,3,18333.333333333332
Nagadevanahalli,4 Bedroom,1050.0,3.0,85.0,4,8095.238095238095
Nagadevanahalli,4 Bedroom,1350.0,4.0,145.0,4,10740.74074074074
Nagadevanahalli,5 Bedroom,1200.0,5.0,260.0,5,21666.666666666668
Naganathapura,1 Bedroom,600.0,1.0,33.0,1,5500.0
Naganathapura,1 Bedroom,1200.0,1.0,39.82,1,3318.3333333333335
Naganathapura,2 BHK,720.0,2.0,120.0,2,16666.666666666668
Naganathapura,2 BHK,1001.0,2.0,33.03,2,3299.7002997002996
Naganathapura,2 BHK,1103.0,2.0,55.0,2,4986.400725294651
Naganathapura,2 BHK,1143.0,2.0,62.0,2,5424.321959755031
Naganathapura,2 Bedroom,2260.0,3.0,80.0,2,3539.8230088495575
Naganathapura,3 BHK,1451.0,3.0,68.0,3,4686.423156443831
Naganathapura,5 Bedroom,1200.0,6.0,86.0,5,7166.666666666667
Naganathapura,8 Bedroom,1200.0,7.0,100.0,8,8333.333333333334
Nagappa Reddy Layout,2 BHK,1100.0,2.0,43.5,2,3954.5454545454545
Nagappa Reddy Layout,2 BHK,1200.0,2.0,39.0,2,3250.0
Nagappa Reddy Layout,2 BHK,1200.0,2.0,43.2,2,3600.0
Nagappa Reddy Layout,2 BHK,1209.0,2.0,50.0,2,4135.6492969396195
Nagappa Reddy Layout,3 BHK,1495.0,2.0,65.0,3,4347.826086956522
Nagappa Reddy Layout,3 BHK,1495.0,2.0,70.0,3,4682.274247491639
Nagappa Reddy Layout,3 BHK,1495.0,2.0,75.0,3,5016.722408026756
Nagappa Reddy Layout,3 BHK,1500.0,2.0,78.0,3,5200.0
Nagappa Reddy Layout,3 BHK,1350.0,3.0,60.0,3,4444.444444444444
Nagappa Reddy Layout,3 BHK,1820.0,3.0,79.5,3,4368.131868131868
Nagaraja Garden,2 BHK,1256.0,2.0,62.8,2,5000.0
Nagaraja Garden,2 BHK,1256.0,2.0,62.8,2,5000.0
Nagaraja Garden,3 BHK,1430.0,2.0,78.65,3,5500.000000000001
Nagaraja Garden,3 BHK,1430.0,3.0,78.65,3,5500.000000000001
Nagaraja Garden,4 Bedroom,1376.0,4.0,156.0,4,11337.209302325582
Nagarbhavi,1 BHK,300.0,1.0,20.0,1,6666.666666666667
Nagarbhavi,1 Bedroom,900.0,1.0,175.0,1,19444.444444444445
Nagarbhavi,1 BHK,710.0,2.0,40.0,1,5633.802816901409
Nagarbhavi,1 BHK,884.0,2.0,36.0,1,4072.398190045249
Nagarbhavi,2 BHK,956.0,2.0,49.0,2,5125.523012552301
Nagarbhavi,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619.047619047619
Nagarbhavi,2 BHK,1055.0,2.0,55.0,2,5213.270142180095
Nagarbhavi,2 BHK,1080.0,2.0,49.0,2,4537.037037037037
Nagarbhavi,2 BHK,1100.0,2.0,46.2,2,4200.0
Nagarbhavi,2 BHK,1120.0,2.0,53.0,2,4732.142857142857
Nagarbhavi,2 BHK,1145.0,2.0,40.0,2,3493.4497816593885
Nagarbhavi,2 BHK,1146.0,2.0,50.0,2,4363.001745200698
Nagarbhavi,2 BHK,1190.0,2.0,63.0,2,5294.117647058823
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500.0
Nagarbhavi,2 BHK,1212.0,2.0,50.0,2,4125.412541254125
Nagarbhavi,2 BHK,1223.0,2.0,60.0,2,4905.968928863451
Nagarbhavi,2 BHK,1225.0,2.0,58.0,2,4734.693877551021
Nagarbhavi,2 Bedroom,1250.0,3.0,170.0,2,13600.0
Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3,13333.333333333334
Nagarbhavi,3 BHK,1350.0,2.0,54.6,3,4044.4444444444443
Nagarbhavi,3 BHK,1400.0,2.0,85.0,3,6071.428571428572
Nagarbhavi,3 BHK,1400.0,2.0,135.0,3,9642.857142857143
Nagarbhavi,3 BHK,1515.0,2.0,79.0,3,5214.521452145214
Nagarbhavi,3 BHK,1523.0,2.0,53.4,3,3506.2376887721603
Nagarbhavi,3 BHK,1523.0,2.0,56.0,3,3676.9533814839133
Nagarbhavi,3 BHK,1630.0,2.0,98.0,3,6012.269938650306
Nagarbhavi,3 BHK,1850.0,2.0,88.0,3,4756.756756756757
Nagarbhavi,3 BHK,1850.0,2.0,89.0,3,4810.810810810811
Nagarbhavi,3 BHK,2200.0,2.0,99.0,3,4500.0
Nagarbhavi,3 Bedroom,600.0,3.0,83.0,3,13833.333333333334
Nagarbhavi,3 Bedroom,600.0,3.0,100.0,3,16666.666666666668
Nagarbhavi,3 Bedroom,800.0,3.0,95.0,3,11875.0
Nagarbhavi,3 Bedroom,1050.0,3.0,175.0,3,16666.666666666668
Nagarbhavi,3 Bedroom,1200.0,3.0,225.0,3,18750.0
Nagarbhavi,3 Bedroom,1200.0,3.0,226.0,3,18833.333333333332
Nagarbhavi,3 Bedroom,1200.0,3.0,228.0,3,19000.0
Nagarbhavi,3 Bedroom,1200.0,3.0,265.0,3,22083.333333333332
Nagarbhavi,3 BHK,1350.0,3.0,60.0,3,4444.444444444444
Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
Nagarbhavi,3 BHK,1560.0,3.0,66.0,3,4230.7692307692305
Nagarbhavi,3 BHK,1635.0,3.0,85.0,3,5198.7767584097855
Nagarbhavi,3 BHK,1850.0,3.0,88.0,3,4756.756756756757
Nagarbhavi,3 BHK,1850.0,3.0,90.0,3,4864.864864864865
Nagarbhavi,3 Bedroom,2400.0,3.0,160.0,3,6666.666666666667
Nagarbhavi,3 BHK,1200.0,4.0,205.0,3,17083.333333333332
Nagarbhavi,4 Bedroom,600.0,2.0,100.0,4,16666.666666666668
Nagarbhavi,4 Bedroom,600.0,3.0,77.0,4,12833.333333333334
Nagarbhavi,4 Bedroom,600.0,3.0,100.0,4,16666.666666666668
Nagarbhavi,4 Bedroom,1200.0,3.0,340.0,4,28333.333333333332
Nagarbhavi,4 Bedroom,1250.0,3.0,175.0,4,14000.0
Nagarbhavi,4 Bedroom,1800.0,3.0,180.0,4,10000.0
Nagarbhavi,4 Bedroom,600.0,4.0,78.0,4,13000.0
Nagarbhavi,4 Bedroom,1200.0,4.0,210.0,4,17500.0
Nagarbhavi,4 Bedroom,1200.0,4.0,240.0,4,20000.0
Nagarbhavi,4 Bedroom,600.0,5.0,95.0,4,15833.333333333334
Nagarbhavi,5 Bedroom,2500.0,3.0,180.0,5,7200.0
Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000.0
Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000.0
Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000.0
Nagarbhavi,5 Bedroom,1200.0,5.0,260.0,5,21666.666666666668
Nagarbhavi,6 Bedroom,1200.0,5.0,240.0,6,20000.0
Nagarbhavi  BDA Complex,3 Bedroom,600.0,2.0,85.0,3,14166.666666666666
Nagarbhavi Garden Villas Layout,4 Bedroom,1200.0,3.0,180.0,4,15000.0
Nagasandra,2 BHK,980.0,2.0,48.0,2,4897.959183673469
Nagasandra,2 Bedroom,1500.0,2.0,91.0,2,6066.666666666667
Nagasandra,3 BHK,1470.0,2.0,110.0,3,7482.993197278912
Nagasandra,3 BHK,1650.0,3.0,95.0,3,5757.575757575758
Nagasandra,4 Bedroom,1310.0,3.0,95.0,4,7251.908396946565
Nagasandra,4 Bedroom,600.0,4.0,80.0,4,13333.333333333334
Nagasandra,4 BHK,2400.0,4.0,145.0,4,6041.666666666667
Nagasandra,4 Bedroom,7000.0,8.0,450.0,4,6428.571428571428
Nagasandra,5 Bedroom,4050.0,5.0,140.0,5,3456.7901234567903
Nagasandra,6 Bedroom,1500.0,5.0,130.0,6,8666.666666666666
Nagasandra,7 Bedroom,1750.0,5.0,350.0,7,20000.0
Nagasandra,8 Bedroom,4000.0,8.0,160.0,8,4000.0
Nagashetty Halli,2 Bedroom,840.0,1.0,99.0,2,11785.714285714286
Nagashetty Halli,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Nagashetty Halli,2 BHK,1350.0,2.0,65.0,2,4814.814814814815
Nagashetty Halli,4 Bedroom,1386.0,3.0,93.0,4,6709.95670995671
Nagashetty Halli,4 BHK,16335.0,4.0,149.0,4,912.1518212427303
Nagavara,1 Bedroom,400.0,1.0,14.0,1,3500.0
Nagavara,2 BHK,936.0,2.0,40.2,2,4294.871794871795
Nagavara,2 BHK,1077.0,2.0,50.0,2,4642.525533890436
Nagavara,2 BHK,1110.0,2.0,44.95,2,4049.5495495495497
Nagavara,2 BHK,1125.0,2.0,44.5,2,3955.5555555555557
Nagavara,2 BHK,1247.0,2.0,58.56,2,4696.0705693664795
Nagavara,2 BHK,1315.0,2.0,70.0,2,5323.19391634981
Nagavara,2 BHK,2200.0,2.0,55.0,2,2500.0
Nagavara,3 BHK,1545.0,2.0,58.0,3,3754.045307443366
Nagavara,3 Bedroom,2000.0,2.0,275.0,3,13750.0
Nagavara,3 Bedroom,440.0,3.0,35.0,3,7954.545454545455
Nagavara,3 BHK,2319.0,3.0,180.0,3,7761.966364812419
Nagavara,3 BHK,2400.0,3.0,251.0,3,10458.333333333334
Nagavara,3 BHK,2400.0,3.0,252.0,3,10500.0
Nagavara,3 BHK,2430.0,4.0,180.0,3,7407.407407407408
Nagavara,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
Nagavara,4 BHK,2496.0,4.0,125.0,4,5008.01282051282
Nagavarapalya,1 BHK,646.0,1.0,25.84,1,4000.0
Nagavarapalya,1 BHK,705.0,1.0,52.5,1,7446.808510638298
Nagavarapalya,1 BHK,705.0,1.0,55.0,1,7801.418439716312
Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
Nagavarapalya,2 BHK,907.0,2.0,38.0,2,4189.636163175303
Nagavarapalya,2 BHK,980.0,2.0,37.0,2,3775.5102040816328
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2,4850.088183421517
Nagavarapalya,2 BHK,1260.0,2.0,85.5,2,6785.714285714285
Nagavarapalya,2 BHK,1335.0,2.0,110.0,2,8239.700374531834
Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
Nagavarapalya,2 BHK,1392.0,2.0,130.0,2,9339.080459770115
Nagavarapalya,2 BHK,1392.0,2.0,130.0,2,9339.080459770115
Nagavarapalya,3 BHK,1300.0,3.0,80.0,3,6153.846153846154
Nagavarapalya,3 BHK,1788.0,3.0,164.0,3,9172.259507829978
Nagawara Junction,1 BHK,500.0,1.0,51.0,1,10200.0
Nagawara Junction,2 Bedroom,600.0,2.0,30.0,2,5000.0
Nagawara Junction,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
Nagawara Junction,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
Nagawara Junction,4 BHK,3500.0,4.0,245.0,4,7000.0
Nagawara Junction,4 BHK,3602.0,4.0,280.0,4,7773.459189339256
Nagondanahalli,2 BHK,1095.0,2.0,45.0,2,4109.58904109589
Nagondanahalli,2 BHK,1178.0,2.0,47.0,2,3989.8132427843802
Nagondanahalli,2 BHK,1207.0,2.0,43.5,2,3603.976801988401
Nagondanahalli,3 BHK,1641.0,3.0,66.0,3,4021.9378427787933
Nagondanahalli,6 Bedroom,600.0,4.0,65.0,6,10833.333333333334
Naidu Layout,3 BHK,1350.0,3.0,81.0,3,6000.0
Naidu Layout,3 BHK,1485.0,3.0,78.0,3,5252.525252525253
Nallurhalli,2 BHK,1044.0,2.0,60.0,2,5747.126436781609
Nallurhalli,2 BHK,1053.0,2.0,44.0,2,4178.537511870845
Nallurhalli,2 BHK,1100.0,2.0,62.0,2,5636.363636363636
Nallurhalli,2 BHK,1250.0,2.0,65.0,2,5200.0
Nallurhalli,2 BHK,1265.0,2.0,68.0,2,5375.494071146245
Nallurhalli,3 BHK,1237.0,3.0,78.0,3,6305.578011317704
Nallurhalli,3 BHK,1520.0,3.0,80.0,3,5263.1578947368425
Nallurhalli,3 BHK,1620.0,3.0,95.0,3,5864.197530864198
Nandi Durga Road,2 BHK,2015.0,4.0,325.0,2,16129.032258064517
Nandi Durga Road,3 BHK,2500.0,3.0,250.0,3,10000.0
Nandi Hills,4 Bedroom,3200.0,4.0,200.0,4,6250.0
Nandi Hills,4 Bedroom,5000.0,4.0,290.0,4,5800.0
Nandini Layout,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Nandini Layout,2 Bedroom,1200.0,2.0,110.0,2,9166.666666666666
Nandini Layout,2 BHK,600.0,3.0,72.0,2,12000.0
Nanjappa Garden,2 BHK,1275.0,2.0,55.0,2,4313.725490196079
Nanjappa Garden,6 Bedroom,2150.0,6.0,205.0,6,9534.883720930233
Nanjappa Layout,2 BHK,1069.0,2.0,55.0,2,5144.9953227315245
Nanjappa Layout,2 BHK,1232.0,2.0,94.28,2,7652.597402597403
Nanjappa Layout,3 BHK,1800.0,3.0,85.0,3,4722.222222222223
Nanjappa Layout Vidyaranyapura,5 BHK,1200.0,4.0,115.0,5,9583.333333333334
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2,3993.3444259567386
Narayana Nagar 1st Block,3 BHK,1360.0,2.0,65.0,3,4779.411764705882
Narayana Nagar 1st Block,3 BHK,1471.0,2.0,75.0,3,5098.572399728077
Narayanappa Garden,2 BHK,1475.0,2.0,70.0,2,4745.762711864407
Narayanappa Layout,5 BHK,950.0,5.0,90.0,5,9473.684210526315
Narayanapura,2 BHK,1153.0,2.0,45.0,2,3902.8620988725065
Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307.219662058371
Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807.339449541284
Narayanapura,2 BHK,1308.0,2.0,92.66,2,7084.0978593272175
Narayanapura,2 BHK,1469.0,2.0,99.14,2,6748.8087134104835
Narayanapura,3 BHK,1485.0,3.0,85.0,3,5723.905723905724
Narayanapura,3 BHK,1566.0,3.0,83.3,3,5319.284802043423
Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
Narayanapura,3 BHK,2357.0,3.0,135.0,3,5727.619855748833
Narayanapura,5 BHK,2400.0,5.0,85.0,5,3541.6666666666665
Navodaya Nagar,5 Bedroom,1200.0,3.0,180.0,5,15000.0
Nayandanahalli,2 BHK,985.0,2.0,55.0,2,5583.756345177665
Nayandanahalli,2 BHK,1035.0,2.0,60.0,2,5797.101449275362
Nayandanahalli,3 BHK,1350.0,2.0,68.0,3,5037.037037037037
Nayandanahalli,7 Bedroom,1600.0,7.0,104.0,7,6500.0
Nayandanahalli,7 Bedroom,6500.0,7.0,104.0,7,1600.0
Nayandanahalli,9 Bedroom,1350.0,8.0,200.0,9,14814.814814814816
Ncpr Industrial Layout,2 BHK,1285.0,2.0,72.5,2,5642.023346303502
"Near Electronic City, ",4 BHK,3200.0,5.0,150.0,4,4687.5
Near International Airport,2 BHK,1330.0,2.0,56.0,2,4210.526315789473
Near International Airport,4 BHK,2100.0,4.0,150.0,4,7142.857142857143
Near ullas theater,3 BHK,1900.0,3.0,205.0,3,10789.473684210527
Neeladri Nagar,1 BHK,527.0,1.0,26.0,1,4933.586337760911
Neeladri Nagar,1 BHK,640.0,1.0,20.5,1,3203.125
Neeladri Nagar,1 BHK,674.0,1.0,21.0,1,3115.727002967359
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273.504273504273
Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
Neeladri Nagar,2 BHK,1100.0,2.0,30.0,2,2727.2727272727275
Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2,2714.9321266968327
Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2,4988.994864269993
Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3,3256.212510711225
Neeladri Nagar,3 BHK,2111.0,3.0,103.0,3,4879.204168640455
Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3,5203.442879499217
Neeladri Nagar,5 Bedroom,4000.0,5.0,425.0,5,10625.0
Neeladri Nagar,10 BHK,4000.0,12.0,160.0,10,4000.0
Neelamangala,2 BHK,1000.0,2.0,45.0,2,4500.0
Neelamangala,2 BHK,1163.0,2.0,68.0,2,5846.947549441101
Neelasandra,4 BHK,1140.0,3.0,145.0,4,12719.298245614034
Nehru Nagar,2 BHK,961.0,2.0,38.0,2,3954.2143600416234
Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250.258531540848
Nehru Nagar,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Nehru Nagar,3 BHK,1269.0,2.0,63.0,3,4964.5390070921985
Nehru Nagar,3 BHK,1374.0,3.0,72.0,3,5240.174672489083
Nehru Nagar,3 BHK,1674.0,3.0,81.0,3,4838.709677419355
Nehru Nagar,3 BHK,1674.0,3.0,90.0,3,5376.344086021505
Nehru Nagar,3 BHK,1775.0,3.0,110.0,3,6197.183098591549
Nehru Nagar,3 BHK,2167.0,3.0,170.0,3,7844.946931241348
Nehru Nagar,4 BHK,2342.0,3.0,115.0,4,4910.333048676345
Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078.290308929327
Nelamangala,2 BHK,820.0,2.0,24.0,2,2926.829268292683
Nelamangala,2 BHK,820.0,2.0,30.0,2,3658.5365853658536
Nelamangala,2 BHK,1095.0,2.0,40.0,2,3652.9680365296804
Nelamangala,3 Bedroom,52272.0,2.0,140.0,3,267.82981328435875
Nelamangala,3 Bedroom,1200.0,3.0,72.0,3,6000.0
Nelamangala,3 Bedroom,1500.0,3.0,90.0,3,6000.0
Nelamangala,4 Bedroom,2600.0,3.0,95.0,4,3653.846153846154
Nelamangala,4 Bedroom,1470.0,4.0,34.5,4,2346.938775510204
New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
New Gurappana Palya,3 BHK,1250.0,3.0,40.0,3,3200.0
New Gurappana Palya,3 BHK,2000.0,4.0,130.0,3,6500.0
New Gurappana Palya,5 BHK,3000.0,4.0,300.0,5,10000.0
New Gurappana Palya,7 BHK,600.0,7.0,106.0,7,17666.666666666668
New Thippasandra,2 BHK,1020.0,2.0,70.0,2,6862.745098039216
New Thippasandra,2 BHK,1116.0,2.0,49.8,2,4462.365591397849
New Thippasandra,3 Bedroom,750.0,3.0,155.0,3,20666.666666666668
New Thippasandra,3 BHK,1500.0,3.0,95.0,3,6333.333333333333
New Thippasandra,4 Bedroom,817.0,2.0,120.0,4,14687.882496940025
New Thippasandra,6 Bedroom,2400.0,6.0,400.0,6,16666.666666666668
Ngef Layout,2 Bedroom,3000.0,2.0,510.0,2,17000.0
Ngef Layout,3 BHK,1415.0,3.0,78.0,3,5512.367491166077
Ngef Layout,3 BHK,1800.0,3.0,88.0,3,4888.888888888889
Ngef Layout,4 Bedroom,2100.0,3.0,1000.0,4,47619.04761904762
Nirman Layout,3 Bedroom,800.0,3.0,60.0,3,7500.0
Nobo Nagar,2 BHK,1200.0,2.0,45.0,2,3750.0
Nobo Nagar,3 BHK,1424.0,2.0,55.0,3,3862.3595505617977
Nobo Nagar,6 Bedroom,1500.0,7.0,220.0,6,14666.666666666666
Nrupathunga Nagar,7 Bedroom,1200.0,5.0,80.0,7,6666.666666666667
Nyanappana Halli,2 BHK,920.0,2.0,37.0,2,4021.7391304347825
Nyanappana Halli,2 BHK,1065.0,2.0,58.0,2,5446.0093896713615
Nyanappana Halli,2 BHK,1140.0,2.0,49.0,2,4298.245614035088
Nyanappana Halli,5 Bedroom,1000.0,5.0,140.0,5,14000.0
OLd Gurappanapalya,3 BHK,1250.0,3.0,39.0,3,3120.0
OLd Gurappanapalya,3 BHK,1942.0,3.0,155.0,3,7981.462409886714
OLd Gurappanapalya,3 BHK,2000.0,3.0,160.0,3,8000.0
OLd Gurappanapalya,4 BHK,2849.0,5.0,250.0,4,8775.008775008775
OMBR Layout,2 BHK,1041.0,2.0,65.5,2,6292.026897214217
OMBR Layout,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
OMBR Layout,2 BHK,1078.0,2.0,65.0,2,6029.684601113173
OMBR Layout,2 BHK,1085.0,2.0,64.0,2,5898.617511520737
OMBR Layout,2 BHK,1101.0,2.0,65.5,2,5949.13714804723
OMBR Layout,2 BHK,1101.0,2.0,66.0,2,5994.550408719346
OMBR Layout,2 BHK,1165.0,2.0,88.5,2,7596.56652360515
OMBR Layout,2 BHK,1300.0,2.0,80.0,2,6153.846153846154
OMBR Layout,3 Bedroom,600.0,3.0,100.0,3,16666.666666666668
OMBR Layout,3 BHK,1580.0,3.0,75.0,3,4746.835443037975
OMBR Layout,3 BHK,1730.0,3.0,93.0,3,5375.722543352601
OMBR Layout,3 BHK,1855.0,3.0,145.0,3,7816.711590296496
OMBR Layout,3 BHK,2420.0,3.0,185.0,3,7644.628099173554
OMBR Layout,4 Bedroom,615.0,4.0,110.0,4,17886.17886178862
OMBR Layout,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,15625.0
OMBR Layout,4 BHK,3400.0,4.0,275.0,4,8088.235294117647
OMBR Layout,5 Bedroom,600.0,3.0,140.0,5,23333.333333333332
OMBR Layout,5 Bedroom,2400.0,5.0,275.0,5,11458.333333333334
Off Bannergatta Road,3 BHK,1645.0,3.0,87.0,3,5288.753799392097
Off Bannergatta road,4 BHK,2180.0,4.0,115.0,4,5275.229357798165
"Off Sarjapur Road, ",2 BHK,1161.0,2.0,59.0,2,5081.82601205857
"Off Sarjapur Road, ",2 BHK,1298.0,2.0,65.0,2,5007.704160246533
"Off Sarjapur Road, ",3 BHK,1518.0,3.0,76.0,3,5006.587615283267
"Off Sarjapur Road, ",3 BHK,1798.0,3.0,89.0,3,4949.944382647386
"Off Sarjapur Road, ",3 Bedroom,2600.0,3.0,147.0,3,5653.846153846154
"Off Sarjapur road, ",4 Bedroom,3000.0,4.0,342.0,4,11400.0
Okalipura,5 Bedroom,1200.0,4.0,120.0,5,10000.0
Old Airport Road,2 BHK,946.0,2.0,58.0,2,6131.0782241014795
Old Airport Road,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Old Airport Road,2 BHK,1055.0,2.0,75.0,2,7109.004739336493
Old Airport Road,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
Old Airport Road,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
Old Airport Road,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
Old Airport Road,2 BHK,1206.0,2.0,75.0,2,6218.905472636816
Old Airport Road,2 BHK,1655.0,2.0,97.65,2,5900.302114803625
Old Airport Road,3 BHK,1858.0,2.0,167.0,3,8988.15931108719
Old Airport Road,3 BHK,1875.0,2.0,110.0,3,5866.666666666667
Old Airport Road,3 BHK,1798.0,3.0,150.0,3,8342.602892102335
Old Airport Road,3 BHK,2392.0,3.0,249.0,3,10409.69899665552
Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
Old Airport Road,4 BHK,2690.0,4.0,191.0,4,7100.371747211896
Old Airport Road,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
Old Airport Road,4 BHK,2690.0,4.0,201.0,4,7472.118959107806
Old Airport Road,4 BHK,2732.0,4.0,194.0,4,7101.024890190337
Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
Old Airport Road,4 BHK,2774.0,4.0,197.0,4,7101.658255227109
Old Airport Road,4 BHK,2774.0,4.0,207.0,4,7462.148521989906
Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
Old Airport Road,4 BHK,2774.0,4.0,208.0,4,7498.197548666186
Old Airport Road,4 BHK,3200.0,4.0,280.0,4,8750.0
Old Airport Road,4 Bedroom,3200.0,4.0,700.0,4,21875.0
Old Airport Road,4 BHK,3356.0,4.0,251.0,4,7479.141835518474
Old Airport Road,4 BHK,3496.0,4.0,262.0,4,7494.279176201373
Old Airport Road,4 BHK,3504.0,4.0,262.0,4,7477.16894977169
Old Airport Road,4 BHK,2658.0,5.0,187.0,4,7035.364936042137
Old Airport Road,4 BHK,2658.0,5.0,189.0,4,7110.609480812641
Old Madras Road,2 BHK,935.0,2.0,32.0,2,3422.4598930481284
Old Madras Road,2 BHK,935.0,2.0,32.72,2,3499.4652406417113
Old Madras Road,2 BHK,935.0,2.0,32.72,2,3499.4652406417113
Old Madras Road,2 BHK,935.0,2.0,37.77,2,4039.5721925133694
Old Madras Road,2 BHK,935.0,2.0,45.0,2,4812.834224598931
